CODIGO_FILIAL;TICKET;DATA_VENDA;ITEM;TERMINAL;LANCAMENTO_CAIXA;NUMERO_CUPOM_FISCAL;PERIODO_FECHAMENTO;VENDEDOR;VENDEDOR_APELIDO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;TIPO_PRODUTO;TABELA_MEDIDAS;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;COLECAO;GRADE;LINHA;GRIFFE;CARTELA;REFER_FABRICANTE;MODELAGEM;FABRICANTE;ESTILISTA;MODELISTA;TAM;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO
3058;30602;19/07/2025;2;1;197P004;27518;1;4351;MILLA                    ;PVD700      ;VESTAGLIA MODAL/EA INS.PIZZO            ;008J      ;25;0;-1;-1;-359;-359;0;0;0;0;PRODUTO ACABADO          ;;PIGIAMERIA               ;VESTAGLIA                ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PVD700                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;28079;23/01/2025;12;1;231P015;25443;1;1530;MARCIA                   ;CLD927      ;MAGLIA M/L AP.DAV.TELA MODAL COMFORTFIRS;565J      ;4;1;1;0;179,32;0;18;17932;0;17950;PRODUTO ACABADO          ;;PIGIAMERIA               ;PARTI ALTE               ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD927                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29706;28/05/2025;8;1;285P006;26768;1;4351;MILLA                    ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;011I      ;4;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29706;28/05/2025;11;1;285P006;26768;1;4351;MILLA                    ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;658J      ;4;1;1;0;148,8;0;20;14880;0;149;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;33223;23/12/2025;1;1;23CP01E;29731;1;1077;GERENTE                  ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;5227      ;26;0;-1;-1;-399;-399;0;0;0;0;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;30116;24/06/2025;1;1;246P008;27111;1;1114;CRIS                     ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;800       ;25;1;1;0;398,24;0;76;39824;0;399;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;33294;26/12/2025;1;1;26CP005;29794;1;1530;MARCIA                   ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;5227      ;24;1;1;0;398,28;0;72;39828;0;399;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;29936;13/06/2025;1;1;136P005;26965;1;1114;CRIS                     ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;800       ;23;1;1;0;399;0;0;399;0;399;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;32969;15/12/2025;2;1;15CP007;29504;1;1114;CRIS                     ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;5227      ;25;1;1;0;399;0;0;399;0;399;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;33008;16/12/2025;1;1;16CP00C;29538;1;1077;GERENTE                  ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;800       ;26;1;1;0;399;0;0;0;0;399;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;33008;16/12/2025;5;1;16CP00C;29538;1;1077;GERENTE                  ;PLU12A      ;PIGIAMA GIROCOLLO SUPIMA COTTON         ;800       ;25;0;-1;-1;-399;-399;0;0;0;0;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR COMPLETO        ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PLU12A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3058;32879;11/12/2025;1;1;11CP00D;29424;1;1114;CRIS                     ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;019       ;4;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;31403;09/09/2025;1;1;099P006;28177;1;1530;MARCIA                   ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;019       ;2;1;1;0;149;0;0;1405;0;149;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;31280;30/08/2025;4;1;308P00B;28072;1;1114;CRIS                     ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;7478      ;4;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;31280;30/08/2025;3;1;308P00B;28072;1;1114;CRIS                     ;CLD58N      ;MAGLIA M/L  MICROMODAL SC.MADONNA       ;7478      ;4;1;1;0;148,75;0;24;14875;0;14899;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD58N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27867;12/01/2025;2;1;121P00B;25256;1;4007;ALYNE                    ;RBD2525     ;CARIOCA INTRICATE SURFACES              ;9888      ;9;1;1;0;83,7;0;0;8370;0;8370;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27775;09/01/2025;3;1;091P007;25182;1;1114;CRIS                     ;RBD2525     ;CARIOCA INTRICATE SURFACES              ;9888      ;10;1;1;0;83,7;0;0;8370;0;8370;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;28132;26/01/2025;2;1;261P008;25489;1;4007;ALYNE                    ;RBD2527     ;DANIELA THE MOST ROMANTIC SEASON        ;542J      ;19;1;1;0;149,5;0;0;14950;0;14950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD2527                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;4B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29997;17/06/2025;15;1;176P010;27019;1;1077;GERENTE                  ;CGD56M      ;CANOTTA S/L WOOL & COTTON               ;019       ;4;1;1;0;249;0;0;0;0;249;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA CAVA      ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CGD56M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29995;17/06/2025;16;1;176P00E;27017;1;1077;GERENTE                  ;CGD56M      ;CANOTTA S/L WOOL & COTTON               ;7481      ;2;1;1;0;249;0;0;0;0;249;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA CAVA      ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CGD56M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29982;16/06/2025;5;1;166P00E;27004;1;1530;MARCIA                   ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;7481      ;2;1;1;0;328,85;0;15;32885;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29800;04/06/2025;1;1;046P008;26851;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;2127      ;4;1;1;0;329;0;0;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;30331;05/07/2025;7;1;057P004;27292;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;019       ;2;1;1;0;0;0;329;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29983;16/06/2025;4;1;166P00F;27005;1;1530;MARCIA                   ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;019       ;2;1;1;0;420,46;0;-9147;42046;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29800;04/06/2025;1;1;046P008;26851;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;2127      ;3;0;-1;-1;-329;-329;0;0;0;0;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27797;10/01/2025;8;1;101P008;25200;1;4007;ALYNE                    ;RBD2527     ;DANIELA THE MOST ROMANTIC SEASON        ;542J      ;16;1;1;0;149,5;0;0;14950;0;14950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD2527                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3D      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27812;10/01/2025;1;1;101P017;25213;1;1114;CRIS                     ;RID2525     ;SOFIA INTRICATE SURFACES                ;9888      ;9;1;1;0;83,7;0;0;8370;0;8370;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29593;19/05/2025;3;1;195P008;26675;1;1114;CRIS                     ;RID2525     ;SOFIA INTRICATE SURFACES                ;019       ;14;1;1;0;89,7;0;0;8970;0;8970;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;28062;23/01/2025;3;1;231P004;25426;1;1114;CRIS                     ;RID2525     ;SOFIA INTRICATE SURFACES                ;019       ;9;1;1;0;89,7;0;0;8970;0;8970;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27797;10/01/2025;5;1;101P008;25200;1;4007;ALYNE                    ;RID2525     ;SOFIA INTRICATE SURFACES                ;019       ;20;1;1;0;89,7;0;0;8970;0;8970;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;4C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;28677;08/03/2025;1;1;083P01D;25911;1;4351;MILLA                    ;RID2525     ;SOFIA INTRICATE SURFACES                ;9888      ;10;1;1;0;89,7;0;0;8970;0;8970;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;27580;02/01/2025;5;1;021P00F;25027;1;1530;MARCIA                   ;RID2525     ;SOFIA INTRICATE SURFACES                ;9888      ;15;1;1;0;149,5;0;0;8672;0;14950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2525                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;28362;11/02/2025;1;1;112P004;25654;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;7481      ;2;0;-1;-1;-329;-329;0;0;0;0;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;30508;13/07/2025;1;1;137P003;27437;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;7481      ;2;0;-1;-1;-329;-329;0;0;0;0;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;30508;13/07/2025;2;1;137P003;27437;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;019       ;2;1;1;0;329;0;0;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29986;17/06/2025;14;1;176P005;27008;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;1467      ;4;1;1;0;329;0;0;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29986;17/06/2025;11;1;176P005;27008;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;2127      ;3;1;1;0;329;0;0;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29986;17/06/2025;8;1;176P005;27008;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;2127      ;3;1;1;0;329;0;0;0;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;29986;17/06/2025;15;1;176P005;27008;1;1077;GERENTE                  ;CLD56G      ;MAGLIA M/L GIROC. WOOL & COTTON         ;1467      ;4;1;1;0;337,01;0;0;0;0;33701;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD56G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3058;32771;05/12/2025;27;1;05CP005;;1;1077;GERENTE                  ;BID89T      ;BODY                                    ;2280      ;18;0;-1;-1;-214;-214;0;0;0;0;PRODUTO ACABADO          ;;CAMISOLAS                ;BODY                     ;2;REGGISENI INT+TEZ        ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;BID89T                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
